Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,Applicants,Inventors,Priority Data,Publication Language,Title,Designated States,Abstract,Related Patent Documents,Grant Number,Grant Date,CPC,Agents,,,,
CN321742904,202011512016,China,19.12.2020,112575026,30.03.2021,B,"C12N 15/82
					






C12N 15/84
					






C12N 15/66
					






C12N 15/55
					






C12N 15/29
					






A01H 5/00
					






View more classifications
							






C12N 15/82
					






C12N 15/84
					






C12N 15/66
					






C12N 15/55
					






C12N 15/29
					






A01H 5/00
					






A01H 5/10
					






A01H 6/46
					






View less classifications","INSTITUTE OF PLANT PROTECTION, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院植物保护研究所",NING YUESE宁约瑟TAO HUI陶辉,,,(EN) Application of combined knockout of rice susceptible genes in creation of broad-spectrum disease-resistant material(ZH) 一种组合敲除水稻感病基因在创制广谱抗病材料上的应用,,"(EN) The invention discloses an application of combined knockout of rice susceptible genes in creation of a broad-spectrum disease-resistant material, and the rice blast and bacterial blight resistance ofrice is improved by combined knockout of the rice susceptible genes through a CRISPR/Cas9 gene editing technology. The invention discloses a rice three-susceptibility related gene combined knockout mutant material, and proves that the bxp three-knockout mutant material not only improves the resistance of rice to magnaporthe grisea, but also improves the resistance to bacterial blight, and comparedwith single mutation, the disease resistance levels of three mutants have a superposition effect. Broad-spectrum disease resistance is achieved, and compared with a control group, the bxp triple-knock mutant has no obvious change in agronomic traits.(ZH) 本发明公开了一种组合敲除水稻感病基因在创制广谱抗病材料上的应用，通过CRISPR/Cas9基因编辑技术组合敲除水稻的感病基因，从而提高水稻抗稻瘟病和白叶枯病的能力。本发明公开了水稻3个感病相关基因组合敲除突变体材料，证实了bxp三敲突变体材料不仅提高了水稻对稻瘟病菌的抗性，还提高了对白叶枯病的抗性，而且相比单突变，三突变体的抗病性水平存在叠加效应。在实现广谱抗病的同时，bxp三敲突变体与对照相比农艺性状无明显变化。",,,,"C12N 15/8218
					






C12N 15/8281
					






C12N 15/8282
					






C12N 9/22
					






C07K 14/415
					








C12N 15/8218
					






C12N 15/8281
					






C12N 15/8282
					






C12N 9/22
					






C07K 14/415
					






View less classifications",成都方圆聿联专利代理事务所(普通合伙) 51241,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN398217589,202310177864.X,China,28.02.2023,116064594,05.05.2023,A,"C12N 15/29
					






C07K 14/415
					






C12N 15/84
					






A01H 5/08
					






A01H 6/82
					








C12N 15/29
					






C07K 14/415
					






C12N 15/84
					






A01H 5/08
					






A01H 6/82
					






View less classifications",ZHEJIANG UNIVERSITY浙江大学,SHI KAI师恺LIANG XIAO梁潇WANG JIAO王娇WANG ANRAN王安然LUO QIAN罗倩LIU HUA刘画,,,(EN) Method for synergistically improving tomato yield and fruit quality by using G protein gene SlGGC1(ZH) 一种利用G蛋白基因SlGGC1协同改良番茄产量和果实品质的方法,,"(EN) The invention discloses a method for synergistically improving tomato yield and fruit quality by using a G protein gene SlGGC1, and belongs to the technical field of biology, and the method specifically comprises the step of knocking out or silencing the SlGGC1 gene in tomatoes. A tomato SlGGC1 gene editing mutant is obtained by utilizing a CRISPR/Cas9 gene editing technology, and the mutant is found to be faster in growth speed and obviously improved in yield compared with a wild plant, the content of vitamin C in fruits is increased, the content of carotenoid is increased, and the quality of tomato fruits is improved; the method can be used for high-yield high-quality tomato germplasm(ZH) 本发明公开了一种利用G蛋白基因SlGGC1协同改良番茄产量和果实品质的方法，属于生物技术领域，所述方法具体为将番茄中的SlGGC1基因敲除或沉默。本发明利用CRISPR/Cas9基因编辑技术获得番茄SlGGC1基因编辑突变体，发现该突变体较野生型植株生长速度更快、产量明显提高，且果实中的维生素C含量提高，类胡萝卜素含量增加，番茄果实品质提升；可用于高产优质番茄种质选育。",,,,"C07K 14/415
					






C12N 15/8261
					






C12N 15/8243
					






C12N 15/825
					






C12N 15/8216
					








C07K 14/415
					






C12N 15/8261
					






C12N 15/8243
					






C12N 15/825
					






C12N 15/8216
					






View less classifications",杭州天勤知识产权代理有限公司 33224,,,,
CN398587677,202310013572,China,05.01.2023,116121265,16.05.2023,A,"C12N 15/29
					






C12N 15/84
					






A01H 5/00
					






A01H 6/82
					








C12N 15/29
					






C12N 15/84
					






A01H 5/00
					






A01H 6/82
					






View less classifications",GANSU AGRICULTURAL UNIVERSITY甘肃农业大学,LIAO WEIBIAO廖伟彪HOU XUEMEI侯雪梅QI NANA齐娜娜LI YIHUA李翊华WANG TONG王桐,,,(EN) Application of SlSR3 gene as negative regulatory factor in improvement of tomato blossom-end rot resistance(ZH) SlSR3基因作为负调控因子在提高番茄脐腐病抗性中的应用,,"(EN) The invention relates to the technical field of biology, in particular to application of an SlSR3 gene as a negative regulatory factor to improvement of tomato blossom-end rot resistance, the nucleotide sequence of the SlSR3 gene is shown as SEQ ID No.1, and the amino acid sequence of the protein is shown as SEQ ID NO.2. A tomato SlSR3 gene knockout mutant is obtained by utilizing a CRISPR/Cas9 gene editing technology, and the tomato blossom-end rot resistance is improved. By observing the phenotype of a homozygous mutant tomato plant and analyzing the calcium content of the mutant, it is found that the SlSR3 gene can increase the resistance of the tomato to the blossom-end rot, the tomato is susceptible to the blossom-end rot if the SlSR3 gene is knocked out, and the SlSR3 gene can be used for breeding tomato blossom-end rot resistant varieties.(ZH) 本发明涉及生物技术领域，尤其涉及SlSR3基因作为负调控因子在提高番茄脐腐病抗性中的应用，所述的SlSR3基因的核苷酸序列如SEQ ID No.1所示，所述蛋白的氨基酸序列如SEQ ID NO.2所示，本发明利用CRISPR/Cas9基因编辑技术获得番茄SlSR3基因敲除的突变体，通过观察纯合突变体番茄植株表型、分析突变体的钙含量，发现SlSR3基因能够增加番茄对脐腐病的抗性，而敲除SlSR3基因则会使番茄易感脐腐病，可用于抗番茄脐腐病品种的选育。",,,,"C07K 14/415
					






C12N 15/8282
					






C12N 15/8216
					








C07K 14/415
					






C12N 15/8282
					






C12N 15/8216
					






View less classifications",东台金诚石专利代理事务所(特殊普通合伙) 32482,,,,
CN409933484,202310422374,China,19.04.2023,116790620,22.09.2023,A,"C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






C12Q 1/6895
					








C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






C12Q 1/6895
					






View less classifications",HENAN AGRICULTURAL UNIVERSITY河南农业大学,TANG JIHUA汤继华FU ZHIYUAN付志远WANG YAFEI王雅菲YANG HUILI杨慧丽ZONG JUN宗军ZHANG ZHANHUI张战辉DING DONG丁冬GUO ZHANYONG郭战勇,,,"(EN) Rice yield regulation gene Os04t0686700, encoding protein thereof, expression vector and application of rice yield regulation gene Os04t0686700(ZH) 水稻产量调控基因Os04t0686700、其编码蛋白、表达载体及其应用",,"(EN) The invention discloses a rice yield regulation gene Os04t06867002, an encoding protein thereof, an expression vector and application of the rice yield regulation gene Os04t06867002. According to the application, CRISPR/Cas9 knockout is carried out on the rice yield regulation gene Os04t06867002, and the influence of the gene on the character expression of the tiller number, the spikelet number, the grain number per spike, the yield, the plant height and the like of rice is defined; the regulation and control effect of the gene on the rice yield is determined; therefore, a technical support is provided for improving the rice yield by using the Os04t06867002 gene.(ZH) 本申请公开了一种水稻产量调控基因Os04t06867002、其编码蛋白、表达载体及其应用；本申请对水稻产量调控基因Os04t06867002进行CRISPR/Cas9敲除，明确了该基因对水稻分蘖数、小穗数、穗粒数、产量、株高等性状表现的影响；确定了其对水稻产量的调控作用；从而为利用Os04t06867002基因提高水稻产量提供了技术支撑。",,,,,郑州盈派知识产权代理事务所(普通合伙) 41196郑州盈派知识产权代理事务所(普通合伙) 41196,,,,
CN409224200,202310965034,China,02.08.2023,116769934,19.09.2023,A,"C12Q 1/6888
					






C12Q 1/6844
					






C12N 15/11
					








C12Q 1/6888
					






C12Q 1/6844
					






C12N 15/11
					






View less classifications","INSTITUTE OF PLANT PROTECTION, FAAS福建省农业科学院植物保护研究所",LI JIANYU李建宇CHEN YANTING陈燕婷SHI MENGZHU史梦竹CHEN YAN陈彦,,,"(EN) Rapid detection primer group, kit and identification method for papaya Pleurotus geesteranus(ZH) 一种木瓜秀粉蚧快速检测引物组、试剂盒和鉴定方法",,"(EN) The invention discloses a primer group, a kit and an identification method for rapid detection of papaya Pleurotus geesteranus. Relates to the technical field of molecular biology. Comprising Pm-RPA-F and Pm-RPA-R. The invention also provides a related kit and an identification method. The method for rapidly and coarsely extracting DNA, RPA and CRISPR/Cas12a is easy and convenient to operate, does not need laboratory instruments such as a water bath kettle, a centrifugal machine and a PCR instrument, can complete extraction and detection outdoors at normal temperature, is high in specificity, high in sensitivity and visual, and is more suitable for application and popularization compared with a traditional PCR technology and other rapid detection methods.(ZH) 本发明公开了一种木瓜秀粉蚧快速检测引物组、试剂盒和鉴定方法。涉及分子生物学技术领域。包括：Pm‑RPA‑F和Pm‑RPA‑R并提供了相关试剂盒与鉴定方法。本发明提供的快速粗提DNA、RPA和CRISPR/Cas12a方法操作简便，不需要水浴锅、离心机、PCR仪等实验室仪器，在室外常温下即可完成提取和检测，特异性强，灵敏度高，可视化，相较于传统的PCR技术及其他快速检测方法，更适合用于推广和应用。",,,,"C12Q 1/6888
					






C12Q 1/6844
					








C12Q 1/6888
					






C12Q 1/6844
					






View less classifications",北京慕达星云知识产权代理事务所(特殊普通合伙) 11465,,,,
CN438692598,202410797161,China,20.06.2024,118562861,30.08.2024,A,"C12N 15/82
					






C12N 15/29
					






A01H 6/46
					






A01H 5/00
					








C12N 15/82
					






C12N 15/29
					






A01H 6/46
					






A01H 5/00
					






View less classifications",GUANGXI ACADEMY OF AGRICULTURAL SCIENCES广西壮族自治区农业科学院TIANJIN NORMAL UNIVERSITY天津师范大学FOSHAN KUNPENG MODERN AGRICULTURAL RESEARCH INSTITUTE佛山鲲鹏现代农业研究院,MENG LIJUN孟丽君LIANG SHANSHAN梁闪闪LIANG YUNTAO梁云涛YE GUOYOU叶国友ZOU WENLI邹文莉LUAN WEIJIANG栾维江XU ZHIJIAN徐志健XIE ZHIGAN谢植干,,,(EN) Application of OsCSG1 gene in improving cadmium stress tolerance in rice seedling stage(ZH) OsCSG1基因在提高水稻苗期镉胁迫耐受性的用途,,"(EN) The invention discloses application of an OsCSG1 gene to improvement of cadmium stress tolerance in a rice seedling stage. The CDS sequence of the OsCSG1 gene of the rice is shown as SEQ ID No.1. The invention further discloses a preparation method of the OsCSG1 gene of the rice. The OsCSG1 gene is knocked out from the rice by utilizing a CRISPR-Cas9 technology, the tolerance of the rice to cadmium stress in the seedling stage can be remarkably improved in a cadmium pollution environment, the difference between the cadmium content in rice grains in the adult-plant stage and the cadmium content in wild type rice grains is not remarkable, and the cadmium content does not exceed the standard; and the contents of other metal elements including iron, manganese, copper and zinc are not obviously changed. A direction is provided for cultivating a new rice variety adapting to a cadmium pollution area.(ZH) 本发明公开了OsCSG1基因在提高水稻苗期镉胁迫耐受性中的用途，所述水稻OsCSG1基因的CDS序列如SEQ ID No.1所示。通过利用CRISPR‑Cas9技术在水稻中敲除OsCSG1基因，在镉污染环境下可以显著提高水稻苗期对镉胁迫的耐受性，成株期水稻籽粒中镉含量与野生型差异不显著，而且镉含量也不超标；其他金属元素，包括铁锰铜锌的含量均没有显著变化。为培育适应镉污染区的水稻新品种提供了方向。",,,,"C12N 15/8271
					






C12N 15/8218
					






C12N 15/8205
					






C07K 14/415
					






Y02A 40/146
					








C12N 15/8271
					






C12N 15/8218
					






C12N 15/8205
					






C07K 14/415
					






Y02A 40/146
					






View less classifications",成都方圆聿联专利代理事务所(普通合伙) 51241,,,,
CN429529077,202410108354,China,25.01.2024,118028352,14.05.2024,A,"C12N 15/82
					






C12N 15/29
					






C12N 15/113
					






C12N 9/22
					






A01H 5/08
					






A01H 6/82
					








C12N 15/82
					






C12N 15/29
					






C12N 15/113
					






C12N 9/22
					






A01H 5/08
					






A01H 6/82
					






View less classifications",SHENZHEN UNIVERSITY深圳大学,ZHAO PANPAN赵盼盼ZHANG YONGXIA张永夏WANG FENGPAN王凤攀,,,(EN) Application of inhibitor in increasing tomato fruit size and tomato breeding method(ZH) 抑制剂在提高番茄果实大小中的应用以及番茄育种方法,,"(EN) The invention relates to the technical field of plant genetic engineering, in particular to application of an inhibitor in increasing the size of tomato fruits and a tomato breeding method. The embodiment of the invention provides application of an inhibitor in increasing the size of tomato fruits. The inhibitor inhibits expression of an SlMYB64 gene. And/or the inhibitor reduces the activity or content of the encoding protein of the SlMYB64 gene. The embodiment of the invention finds that the SlMYB64 gene is an important factor for regulating and controlling the size of the tomato fruit, the gene is mutated by utilizing a CRISPR-Cas9 technology through an experiment, and a result shows that the size of the tomato fruit is obviously increased, so that a candidate gene is provided for changing the size of the tomato fruit.(ZH) 本申请涉及植物基因工程技术领域，尤其涉及一种抑制剂在提高番茄果实大小中的应用以及番茄育种方法。本申请实施例提供一种抑制剂在提高番茄果实大小中的应用，该抑制剂抑制SlMYB64基因的表达；和/或，该抑制剂降低SlMYB64基因的编码蛋白的活性或含量。本申请实施例发现SlMYB64基因是调控番茄果实大小的一个重要因子，通过实验利用CRISPR‑Cas9技术突变该基因，结果显示番茄果实大小显著变大，这为改变番茄果实大小提供了候选基因。",,,,"C12N 15/8216
					






C12N 15/8261
					






C07K 14/415
					






C12N 15/113
					






C12N 9/22
					








C12N 15/8216
					






C12N 15/8261
					






C07K 14/415
					






C12N 15/113
					






C12N 9/22
					






View less classifications",深圳中一联合知识产权代理有限公司 44414,,,,
CN436537446,202410438743,China,12.04.2024,118389567,26.07.2024,A,"C12N 15/82
					






C07K 14/415
					






C12N 15/29
					






A01H 5/00
					






A01H 5/08
					






A01H 6/46
					








C12N 15/82
					






C07K 14/415
					






C12N 15/29
					






A01H 5/00
					






A01H 5/08
					






A01H 6/46
					






View less classifications",HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学,ZHANG ZUXIN张祖新LIU LEI刘磊NING QIANG宁强LI NAN李楠LI ZHEN李真,,,(EN) Application of corn gene ZmEREB202 in control of corn yield(ZH) 玉米基因ZmEREB202在控制玉米产量中的应用,,"(EN) The invention belongs to the technical field of plant genetic engineering, and particularly relates to application of a corn gene ZmEREB202 in control of corn yield, and protein coded by the gene is shown as SEQ ID NO.2. The gene is located in a second chromosome of corn and is used for controlling the ear length of the corn, the number of grains in each row and the number of grains in each ear. The gene is knocked out by using a CRISPR/Cas9 technology, gene expression is inhibited, and the ear length and the number of grains in each row of a corn inbred line in a normal environment can be increased.(ZH) 本发明属于植物基因工程技术领域，具体涉及玉米基因ZmEREB202在控制玉米产量中的应用，所述基因编码的蛋白为SEQ ID NO.2所示。该基因位于玉米第2染色体，控制玉米穗长、每行籽粒数和每穗籽粒数。利用CRISPR/Cas9技术敲除该基因、抑制基因表达，能增加正常环境下玉米自交系的穗长和每行籽粒数。","C12N 15/8261
					






C12N 15/8218
					






C07K 14/415
					






Y02A 40/146
					








C12N 15/8261
					






C12N 15/8218
					






C07K 14/415
					






Y02A 40/146
					






View less classifications",,,,武汉宇晨专利事务所(普通合伙) 42001,,,,
CN432981608,202410538891.X,China,30.04.2024,118240874,25.06.2024,A,"C12N 15/84
					






C12N 15/54
					






C12N 9/12
					






C12N 15/113
					






C12N 1/21
					






A01H 5/00
					






View more classifications
							






C12N 15/84
					






C12N 15/54
					






C12N 9/12
					






C12N 15/113
					






C12N 1/21
					






A01H 5/00
					






A01H 6/46
					






C12R 1/01
					






View less classifications","BIOTECHNOLOGY RESEARCH INSTITUTE, CAAS中国农业科学院生物技术研究所",YANG LIWEN杨立文GU XIAOFENG谷晓峰,,,(EN) A protein OsCDKB2; application of 1 or substance for regulating and controlling expression of 1 in regulation and control of rice yield(ZH) 蛋白OsCDKB2;1或调控其表达的物质在调控水稻产量中的应用,,"(EN) The invention discloses a protein OsCDKB2 and a preparation method thereof. 1 or a substance for regulating and controlling the expression of the gene is applied to regulation and control of the rice yield. The invention belongs to the technical field of biology. The protein provided by the invention is OsCDKB2; 1 protein, which can be as follows: A1) protein with an amino acid sequence of SEQ ID No.1; a2) a protein which is obtained by substitution and/or deletion and/or addition of amino acid residues on the protein of A1), has 80% or more of identity with the protein of A1) and has a function of regulating and controlling plant stress resistance; and A3) a fusion protein obtained by connecting a protein tag to one end of A1) or A2). A CRISPR/Cas9-mediated gene editing technology is used for editing a rice grain development-related coding gene OsCDKB2 and a rice grain development-related coding gene OsCDKB2; 1 is subjected to site-directed mutagenesis or knockout of a specific target, a new material is provided for breeding of rice varieties with growth performance, and the method has a positive effect on accelerating improvement of the rice varieties.(ZH) 本发明公开了蛋白OsCDKB2；1或调控其表达的物质在调控水稻产量中的应用。本发明属于生物技术领域，本发明提供的蛋白质为OsCDKB2；1蛋白，可为如下：A1)氨基酸序列是SEQ ID No.1的蛋白质；A2)将A1)的蛋白质经过氨基酸残基的取代和/或缺失和/或添加得到的与A1)的蛋白质具有80％以上的同一性且具有调控植物抗胁迫功能的蛋白质；A3)在A1)或A2)的一端连接蛋白质标签得到的融合蛋白质。利用CRISPR/Cas9介导的基因编辑技术对水稻籽粒发育相关编码基因OsCDKB2；1进行特定靶点的定点突变或敲除，为生长性能的水稻品种选育提供新材料，对加快改良水稻品种具有积极的作用。","C12N 15/8261
					






C12N 9/12
					






C12N 15/1137
					






C12Y 207/11022
					






C12N 2310/20
					






Y02A 40/146
					








C12N 15/8261
					






C12N 9/12
					






C12N 15/1137
					






C12Y 207/11022
					






C12N 2310/20
					






Y02A 40/146
					






View less classifications",,,,北京纪凯知识产权代理有限公司 11245,,,,
