Application Id,Application Number,Office,Application Date_page,Grant Number,Grant Date,Applicants,Title_page,Priority Data,Related Patent Documents,International Application No.,International Filing Date,Application Date_list,Country,latitude,longitude,applicant_city_name,applicant_state_name,applicant_country_name,crop,Days Between Application and Grant,Granted,Application Year,Grant Year,Has Related Patent Documents,purpose
CN317680403,202011140709,China,2020-10-22,112280799.0,2023-02-17,"Rubber Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院橡胶研究所Beijing Linglong Pugongying Technology Development Co., Ltd.北京玲珑蒲公英科技发展有限公司Beijing University Of Chemical Technology",(EN) Method for site-specific mutagenesis of taraxacum kok-saghyz or dandelion genes by using CRISPR/Cas9 system(ZH) 利用CRISPR/Cas9系统对橡胶草或蒲公英基因定点突变的方法,,,,,,,39.961638,116.325058,,Beijing,China,"Dandelion, Taraxacum kok-saghyz",848.0,True,2020.0,2023.0,False,Gene Editing Systems Development
CN240358365,201811493466,China,2018-12-07,109504704.0,2022-07-12,South China Agricultural University,(EN) Method for enhancing RNA (Ribonucleic Acid) virus infection defending performance of monocotyledon plants(ZH) 一种增强单子叶植物抵御RNA病毒侵染的方法,,,,,,,23.1568182,113.3536811,Guang Zhou Shi,Guang Dong Sheng,China,Rice,1313.0,True,2018.0,2022.0,False,Disease Resistance
WO2024191228,PCT/KR2024/003313,,,,,주식회사 바이오앱 Bioapplications Inc.,"(EN) TRANSGENIC PLANT PRODUCING GLYCOPROTEINS HAVING PLANT-SPECIFIC N-GLYCANS REMOVED THEREFROM, AND METHOD FOR PRODUCING SAME(FR) PLANTE TRANSGÉNIQUE PRÉSENTANT DES GLYCOPROTÉINES DONT LES N-GLYCANES SPÉCIFIQUES DE LA PLANTE ONT ÉTÉ RETIRÉS, ET SON PROCÉDÉ DE PRODUCTION(KO) 식물 특이적 N-글리칸이 제거된 당단백질을 생산하는 형질전환 식물체 및 이의 제조방법",10-2023-003421615.03.2023KR,KR1020240141142,PCT/KR2024/003313,15.03.2024,15.03.2024,World Intellectual Property Organization,37.5760784,127.1935135,Hanam-si,Gyeonggi-do,South Korea,Crop plants,,False,,,True,Other Genetic Improvement for Crop Traits
CN325821131,202110208742,China,2021-02-24,112831518.0,2022-04-08,Zhejiang University,(EN) Application of rice OsRPS6A gene or OsRPS6B gene in improving drought resistance of rice(ZH) 水稻OsRPS6A基因或OsRPS6B基因在提高水稻抗旱性中的应用,,,,,,,30.3086844,120.0864995,Hang Zhou Shi,Zhe Jiang Sheng,China,Rice,408.0,True,2021.0,2022.0,False,Drought Adaptation
WO2019219046,PCT/CN2019/087139,,,,,华中农业大学 Huazhong Agricultural University,"(EN) METHOD FOR RAPIDLY AND EFFICIENTLY OBTAINING NON-TRANSGENIC, GENE-TARGETED MUTATED PLANT AND USE THEREOF(FR) PROCÉDÉ D'OBTENTION RAPIDE ET EFFICACE D'UNE PLANTE MUTÉE NON TRANSGÉNIQUE, À GÈNE CIBLÉ PAR LA MUTATION, ET SON UTILISATION(ZH) 一种快速高效获得非转基因的定向基因突变植物的方法和应用",201810464473.516.05.2018CN,"CN109593776

US20200216853",PCT/CN2019/087139,16.05.2019,16.05.2019,World Intellectual Property Organization,30.475126,114.353035,Wu Han Shi,Hu Bei Sheng,China,Crop plants,,False,,,True,Gene Editing Systems Development
CN328292130,202110202177.X,China,2021-02-23,112941077.0,2021-09-07,Northeast Forestry University,(EN) CRISPR/Cas9 system for targeted knockout of GLK gene and application of CRISPR/Cas9 system(ZH) 靶向敲除GLK基因的CRISPR/Cas9系统及其应用,,,,,23.02.2021,China,45.7240008,126.6403002,Ha Er Bin Shi,Hei Long Jiang Sheng,China,Other plants,196.0,True,2021.0,2021.0,False,Gene Editing Systems Development
CN277624484,201910842932,China,2019-09-06,110452914.0,2021-07-02,Nanjing Agricultural University,(EN) Gene BnC04BIN2-like1 for adjusting and controlling signal transduction of brassinolide and application of gene BnC04BIN2-like1(ZH) 一个调控油菜素内酯信号转导的基因BnC04BIN2-like1及其应用,,,,,,,32.033399,118.842587,Nan Jing Shi,Jiang Su Sheng,China,Canola,665.0,True,2019.0,2021.0,False,Yield Improvement
CN279776285,201910886881,China,2019-09-19,110564765.0,2021-06-01,"Lanzhou Veterinary Research Institute, Chinese Academy Of Agriculture Sciences",,,,,,,,36.082643,103.853777,Lan Zhou Shi,Gan Su Sheng,China,Other plants,621.0,True,2019.0,2021.0,False,Gene Editing Systems Development
CN283211700,201910936056,China,2019-09-29,110724703.0,2021-08-20,"Beijing Academy Of Agriculture And Forestry Sciences北京市农林科学院Institute Of Genetics And Developmental Biology, Chinese Academy Of Sciences",(EN) Creation method of short style tomato(ZH) 一种短花柱番茄的创制方法,,,,,,,40.0051991,116.3813791,,Beijing,China,Tomatoes,691.0,True,2019.0,2021.0,False,Other Genetic Improvement for Crop Traits
CN312695557,202010812846,China,2020-08-13,,,"Yuan Longping High-Tech Agriculture Co., Ltd.袁隆平农业高科技股份有限公司Hunan Yahua Academy Of Seed Sciences湖南亚华种业科学研究院Hunan Longping Hi-Tech Seed Science And Technology Institute Co., Ltd.",(EN) Method for improving rice blast resistance of rice(ZH) 一种提高水稻稻瘟病抗性的方法,,,,,,,28.21084,113.00779,Chang Sha Shi,Hu Nan Sheng,China,Rice,,False,2020.0,,False,Disease Resistance
CN426772813,202311798322,China,2023-12-25,,,Shenzhen Bgi Agriculture Application Research Institute,(EN) Method for producing GHR-KO mini-pigs by introducing specific mRNA in fertilized egg stage(ZH) 一种在受精卵期导入特异mRNA制作GHR-KO微型猪的方法,,,,,,,22.590798,114.264499,Shen Zhen Shi,Guang Dong Sheng,China,Crop plants,,False,2023.0,,False,Other Genetic Improvement for Crop Traits
CN374082028,202210748558,China,2022-06-29,114989273.0,2023-07-28,South China Agricultural University,(EN) Gene PlMYB1R and application thereof in preventing and treating peronophythora litchii(ZH) 基因PlMYB1R及其在防治荔枝霜疫霉病中的应用,,,,,,,23.1568182,113.3536811,Guang Zhou Shi,Guang Dong Sheng,China,Lychee,394.0,True,2022.0,2023.0,False,Disease Resistance
CN393817225,202111037190,China,2021-09-06,,,Wuhan University,(EN) Method for creating novel two-line rice sterile line based on gene editing technology(ZH) 一种基于基因编辑技术创制水稻新型两系不育系的方法,,,,,,,30.5360485,114.3643219,Wu Han Shi,Hu Bei Sheng,China,Rice,,False,2021.0,,False,Other Genetic Improvement for Crop Traits
KR412483154,1020220048664,Republic of Korea,2022-04-20,,,경상국립대학교산학협력단Industry-Academic Cooperation Foundation Gyeongsang National University,(EN) RECOMBINANT VECTOR FOR TESTING ACTIVITY OF GUIDE RNA FOR CRISPR-BASED BASE EDITING AND USES THEREOF(KO) 크리스퍼 기반 염기 교정용 가이드 RNA의 활성 검정용 재조합 벡터 및 이의 용도,,,,,20.04.2022,South Korea,35.1530444,128.1010899,Jinju-si,Gyeongsangnam-do,South Korea,Crop plants,,False,2022.0,,False,Gene Editing Systems Development
EP222932993,17206792,European Patent Office,2013-10-23,,,Toolgen Inc,"(DE) ZUSAMMENSETZUNG ZUR SPALTUNG EINER ZIEL-DNA MIT EINER FÜR DIE ZIEL-DNA SPEZIFISCHEN LEIT-DNA UND FÜR CAS- PROTEIN CODIERENDE NUKLEINSÄURE ODER CAS-PROTEIN SOWIE VERWENDUNG DAVON(EN) COMPOSITION FOR CLEAVING A TARGET DNA COMPRISING A GUIDE RNA SPECIFIC FOR THE TARGET DNA AND CAS PROTEIN-ENCODING NUCLEIC ACID OR CAS PROTEIN, AND USE THEREOF(FR) COMPOSITION POUR LE CLIVAGE D'UN ADN CIBLE COMPRENANT UN ARN GUIDE SPÉCIFIQUE DE L'ADN CIBLE ET UN ACIDE NUCLÉIQUE CODANT POUR LA PROTÉINE CAS OU LA PROTÉINE CAS, ET LEUR UTILISATION",13849670 23.10.2013 EP201261717324 23.10.2012 US201361803599 20.03.2013 US201361837481 20.06.2013 US,,,,23.10.2013,European Patent Office,37.56913433,126.8291021,,,,Crop plants,,False,2013.0,,False,Gene Editing Systems Development
CN364594804,202210160515,China,2022-02-22,114540368.0,2024-03-08,Limited Responsibility Company Of Yunnan Chinese Tobacco Industry,(EN) Application and method of tobacco amino acid transporter related gene NtLHT1(ZH) 一种烟草氨基酸转运蛋白相关基因NtLHT1的应用及方法,,,,,,,25.0727148,102.7550882,Kun Ming Shi,Yun Nan Sheng,China,Tobacco,745.0,True,2022.0,2024.0,False,Yield Improvement
CN431084345,202410532554.X,China,2024-04-30,,,Qingdao Agricultural University,(EN) Evaluation method for gRNA target gene editing efficiency(ZH) 一种gRNA靶点基因编辑效率评价方法,,,,,30.04.2024,China,36.321259,120.39659,Qingdao,Shandong,China,Crop plants,,False,2024.0,,False,Gene Editing Systems Development
CN214219229,201710698187,China,2017-08-15,,,Southwest University,(EN) Establishment method of CRISPR/Cas9 technology-mediated miR167 precursor sequence editing system(ZH) CRISPR/Cas9技术介导miR167前体序列编辑体系的建立方法,,,,,,,29.8195959,106.4266239,,Chong Qing Shi,China,Crop plants,,False,2017.0,,False,Gene Editing Systems Development
NZ393027614,797276,New Zealand,2023-02-15,,,Pairwise Plants Services Inc,(EN) ENGINEERED CRISPR-CAS PROTEINS AND METHODS OF USE THEREOF,"63/071,734 28.08.2020 US","WO/2022/047135

AU2021331344

CA3192195

KR1020230058090

EP4204436

JP2023539668

CN116745415

IL300823

MX2023002160

CL2023000554

BR112023003573This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

IN202347022446This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

SG11202301230XThis application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",,,15.02.2023,New Zealand,35.9900355,-78.8898264,Durham,North Carolina,United States,Crop plants,,False,2023.0,,True,Gene Editing Systems Development
AU393409162,2021331344,Australia,2021-08-27,,,Pairwise Plants Services Inc,(EN) Engineered crispr-cas proteins and methods of use thereof,"63/071,734 28.08.2020 US","WO/2022/047135

CA3192195

KR1020230058090

EP4204436

JP2023539668

CN116745415

NZ797276

IL300823

MX2023002160

CL2023000554

BR112023003573This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

IN202347022446This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

SG11202301230XThis application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",,,27.08.2021,Australia,35.9900355,-78.8898264,Durham,North Carolina,United States,Crop plants,,False,2021.0,,True,Gene Editing Systems Development
MX422874822,2023002160,Mexico,2023-02-21,,,Pairwise Plants Services Inc,(EN) ENGINEERED CRISPR-CAS PROTEINS AND METHODS OF USE THEREOF.(ES) PROTEINAS DISE?ADAS Y METODOS DE USO DE LAS MISMAS.,"63/071,734 28.08.2020 US","WO/2022/047135

AU2021331344

CA3192195

KR1020230058090

EP4204436

JP2023539668

CN116745415

NZ797276

IL300823

CL2023000554

BR112023003573This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

IN202347022446This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

SG11202301230XThis application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",,,21.02.2023,Mexico,35.9900355,-78.8898264,Durham,North Carolina,United States,Crop plants,,False,2023.0,,True,Gene Editing Systems Development
US198634555,15120110,United States of America,2015-02-27,11186843.0,2021-11-30,Monsanto Technology Llc,(EN) Compositions and methods for site directed genomic modification,,"CA3194412

US6447065

GB2364906

DE000010127370

EP3110945

CN106232803

WO/2015/131101

ES2898460

EP3971283

CA2940217

US20220135991

US20230212596

US20240209385",,,27.02.2015,United States,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",2468.0,True,2015.0,2021.0,True,Gene Editing Systems Development
CN205965235,201580016648,China,2015-02-27,,,Monsanto Technology Llc,(EN) Compositions and methods for site directed genomic modification,"61/945,700 27.02.2014 US","CA3194412

US6447065

GB2364906

DE000010127370

EP3110945

US20170166912

WO/2015/131101

ES2898460

EP3971283

CA2940217

US20220135991

US20230212596

US20240209385",,,,,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",,False,2015.0,,True,Gene Editing Systems Development
US359921904,17503235,United States of America,2021-10-15,11566254.0,2023-01-31,Monsanto Technology Llc,(EN) Compositions and methods for site directed genomic modification,,"CA3194412

US6447065

GB2364906

DE000010127370

EP3110945

US20170166912

CN106232803

WO/2015/131101

ES2898460

EP3971283

CA2940217

US20230212596

US20240209385",,,15.10.2021,United States,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",473.0,True,2021.0,2023.0,True,Gene Editing Systems Development
CA394495338,3194412,Canada,,,,Monsanto Technology Llc,(EN) COMPOSITIONS AND METHODS FOR SITE DIRECTED GENOMIC MODIFICATION(FR) COMPOSITIONS ET PROCEDES DE MODIFICATION GENOMIQUE DIRIGEE,"61/945,700 27.02.2014 US","US6447065

GB2364906

DE000010127370

EP3110945

US20170166912

CN106232803

WO/2015/131101

ES2898460

EP3971283

CA2940217

US20220135991

US20230212596

US20240209385",,,,Canada,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",,False,,,True,Gene Editing Systems Development
US400932313,18146434,United States of America,2022-12-26,11952578.0,2024-04-09,Monsanto Technology Llc,(EN) Compositions and methods for site directed genomic modification,,"CA3194412

US6447065

GB2364906

DE000010127370

EP3110945

US20170166912

CN106232803

WO/2015/131101

ES2898460

EP3971283

CA2940217

US20220135991

US20240209385",,,26.12.2022,United States,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",470.0,True,2022.0,2024.0,True,Gene Editing Systems Development
US432027940,18596328,United States of America,2024-03-05,,,Monsanto Technology Llc,(EN) COMPOSITIONS AND METHODS FOR SITE DIRECTED GENOMIC MODIFICATION,,"CA3194412

US6447065

GB2364906

DE000010127370

EP3110945

US20170166912

CN106232803

WO/2015/131101

ES2898460

EP3971283

CA2940217

US20220135991

US20230212596",,,05.03.2024,United States,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",,False,2024.0,,True,Gene Editing Systems Development
EP355381128,21189033,European Patent Office,2015-02-27,,,Monsanto Technology Llc,(DE) ZUSAMMENSETZUNGEN UND VERFAHREN ZUR STELLENGERICHTETEN GENOMMODIFIKATION(EN) COMPOSITIONS AND METHODS FOR SITE DIRECTED GENOMIC MODIFICATION(FR) COMPOSITIONS ET PROCÉDÉS DE MODIFICATION GÉNOMIQUE DIRIGÉE,15755923 27.02.2015 EP201461945700 27.02.2014 US2015018104 27.02.2015 US,"CA3194412

US6447065

GB2364906

DE000010127370

EP3110945

US20170166912

CN106232803

WO/2015/131101

ES2898460

CA2940217

US20220135991

US20230212596

US20240209385",,,27.02.2015,European Patent Office,38.66369922,-90.57639294,,,,"Corn, Tomato, Soybeans",,False,2015.0,,True,Gene Editing Systems Development
CN439687199,202410971243,China,2024-07-19,,,Nanjing Agricultural University,(EN) Rice PD1 gene and application thereof in improving abiotic stress resistance of plants(ZH) 水稻PD1基因及其在提高植物抗非生物胁迫中的用途,,,,,,,32.033399,118.842587,Nan Jing Shi,Jiang Su Sheng,China,Rice,,False,2024.0,,False,Cold Tolerance
CN392029549,202110808845,China,2021-07-16,,,Henan Agricultural University,(EN) Rice OsRGE3 gene as well as encoding protein and application thereof(ZH) 水稻OsRGE3基因及其编码蛋白与应用,,,,,,,34.7854718,113.6632032,Zheng Zhou Shi,He Nan Sheng,China,Rice,,False,2021.0,,False,Drought Adaptation
CN418381583,202311128408,China,2023-09-04,117247964.0,2024-05-28,Nanjing Agricultural University,(EN) Application of E3 ubiquitin ligase gene GmPUB20 capable of regulating soybean mosaic virus resistance(ZH) 一个能够调控大豆花叶病毒抗性的E3泛素连接酶基因GmPUB20的应用,,,,,,,32.033399,118.842587,Nan Jing Shi,Jiang Su Sheng,China,Soybeans,267.0,True,2023.0,2024.0,False,Disease Resistance
CN367894264,202011493037,China,2020-12-17,114645053.0,2023-04-07,Chinese Agricultural University,(EN) Application of ZmWRKY70 protein and coding gene thereof in plant drought resistance(ZH) ZmWRKY70蛋白及其编码基因在植物抗旱中的应用,,,,,,,40.004202,116.352988,,Bei Jing Shi,China,Crop plants,841.0,True,2020.0,2023.0,False,Drought Adaptation
CN429515739,202410265784,China,2024-03-08,,,Nanjing Forestry University,"(EN) Detection target, detection method and application of pine ulcer pathogenic bacteria(ZH) 松树脂溃疡病原菌检测靶标、检测方法及应用",,,,,,,32.080904,118.812736,Nan Jing Shi,,China,Pine,,False,2024.0,,False,Other Purpose
